InicioPeriodo,FimPeriodo,Segmento,Modalidade,Posicao,InstituicaoFinanceira,TaxaJurosAoMes,TaxaJurosAoAno
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,14,BANCO PAN,11.32,262.07
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,46,BCO BV S.A.,11.33,262.52
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,15,BANCO PAN,11.33,262.38
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,11,CAIXA ECONOMICA FEDERAL,11.34,262.95
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,48,BCO BV S.A.,11.34,262.92
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,49,LECCA CFI S.A.,11.37,264.1
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,14,BANCO PAN,11.38,264.67
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,49,LECCA CFI S.A.,11.38,264.53
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,46,LECCA CFI S.A.,11.39,265.02
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,46,BCO BV S.A.,11.4,265.16
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,47,BCO BV S.A.,11.45,267.37
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,13,CAIXA ECONOMICA FEDERAL,11.46,267.63
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,13,CAIXA ECONOMICA FEDERAL,11.48,268.54
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,11,CAIXA ECONOMICA FEDERAL,11.49,268.74
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,46,LECCA CFI S.A.,11.54,270.99
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,49,BCO BV S.A.,11.57,271.93
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,49,BCO BV S.A.,11.63,274.47
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,13,CAIXA ECONOMICA FEDERAL,11.64,274.72
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,47,BCO BV S.A.,11.64,274.96
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,15,CAIXA ECONOMICA FEDERAL,11.66,275.59
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,15,CAIXA ECONOMICA FEDERAL,11.66,275.51
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,15,CAIXA ECONOMICA FEDERAL,11.66,275.53
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,51,BCO BV S.A.,11.66,275.76
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,11,BCO DO EST. DO PA S.A.,11.67,276.22
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,47,OMNI BANCO S.A.,11.69,277.01
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,50,BCO BV S.A.,11.69,276.67
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,48,REALIZE CFI S.A.,11.7,277.42
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,47,BCO BV S.A.,11.7,277.39
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,50,CALCRED S.A.,11.72,278.2
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,47,BCO BV S.A.,11.75,279.1
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,47,BCO BV S.A.,11.76,279.58
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,47,REALIZE CFI S.A.,11.77,280.03
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,50,BCO BV S.A.,11.77,280.3
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,11,CAIXA ECONOMICA FEDERAL,11.8,281.2
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,48,BCO BV S.A.,11.8,281.51
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,13,CAIXA ECONOMICA FEDERAL,11.81,281.61
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,13,CAIXA ECONOMICA FEDERAL,11.83,282.41
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,12,CAIXA ECONOMICA FEDERAL,11.84,282.95
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,12,CAIXA ECONOMICA FEDERAL,11.84,282.93
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,51,BCO BV S.A.,11.85,283.24
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,51,M PAGAMENTOS S.A. CFI,11.9,285.55
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,50,M PAGAMENTOS S.A. CFI,11.9,285.24
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,51,BCO BV S.A.,11.91,285.8
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,12,BCO DO EST. DO PA S.A.,11.91,285.9
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,12,BCO DO EST. DO PA S.A.,11.93,286.49
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,14,BCO DO EST. DO PA S.A.,11.95,287.61
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,12,BCO DO EST. DO PA S.A.,11.95,287.67
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,52,M PAGAMENTOS S.A. CFI,11.96,287.84
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,13,BCO DO EST. DO PA S.A.,11.97,288.3
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,52,MIDWAY S.A. - SCFI,11.98,288.56
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,51,BCO BV S.A.,11.98,288.89
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,51,M PAGAMENTOS S.A. CFI,12.0,289.73
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,52,M PAGAMENTOS S.A. CFI,12.01,290.05
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,53,BCO BV S.A.,12.02,290.49
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,53,MIDWAY S.A. - SCFI,12.02,290.31
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,51,M PAGAMENTOS S.A. CFI,12.03,291.04
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,16,NOVO BCO CONTINENTAL S.A. - BM,12.04,291.19
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,16,NOVO BCO CONTINENTAL S.A. - BM,12.04,291.19
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,50,M PAGAMENTOS S.A. CFI,12.04,291.37
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,52,M PAGAMENTOS S.A. CFI,12.05,291.69
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,48,M PAGAMENTOS S.A. CFI,12.05,291.87
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,52,CALCRED S.A.,12.05,291.84
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,48,SCFI EFÍ S.A.,12.06,292.22
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,49,SCFI EFÍ S.A.,12.06,292.22
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,48,SCFI EFÍ S.A.,12.06,292.16
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,47,BCO LOSANGO S.A.,12.06,292.12
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,51,M PAGAMENTOS S.A. CFI,12.06,292.17
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,14,BCO DO NORDESTE DO BRASIL S.A.,12.06,291.97
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,48,SCFI EFÍ S.A.,12.06,292.22
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,49,SCFI EFÍ S.A.,12.07,292.4
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,49,NOVO BCO CONTINENTAL S.A. - BM,12.08,292.95
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,49,NOVO BCO CONTINENTAL S.A. - BM,12.08,292.95
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,16,BCO DO EST. DO PA S.A.,12.09,293.27
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,13,NOVO BCO CONTINENTAL S.A. - BM,12.09,293.4
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,15,NOVO BCO CONTINENTAL S.A. - BM,12.09,293.4
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,48,MIDWAY S.A. - SCFI,12.09,293.44
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,52,MIDWAY S.A. - SCFI,12.09,293.28
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,15,NOVO BCO CONTINENTAL S.A. - BM,12.09,293.4
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,16,BCO DO EST. DO PA S.A.,12.09,293.27
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,50,NOVO BCO CONTINENTAL S.A. - BM,12.1,293.65
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,51,NOVO BCO CONTINENTAL S.A. - BM,12.11,294.35
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,52,NOVO BCO CONTINENTAL S.A. - BM,12.11,294.35
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,50,NOVO BCO CONTINENTAL S.A. - BM,12.11,294.35
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,50,NOVO BCO CONTINENTAL S.A. - BM,12.11,294.35
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,49,M PAGAMENTOS S.A. CFI,12.11,294.34
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,52,CALCRED S.A.,12.13,295.13
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,13,CARUANA SCFI,12.18,297.38
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,13,CARUANA SCFI,12.18,297.38
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,14,CARUANA SCFI,12.18,297.38
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,17,CARUANA SCFI,12.18,297.38
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,14,BCO DO NORDESTE DO BRASIL S.A.,12.18,297.32
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,14,CARUANA SCFI,12.18,297.38
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,17,CARUANA SCFI,12.18,297.38
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,16,CARUANA SCFI,12.18,297.38
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,15,CARUANA SCFI,12.18,297.38
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,14,CARUANA SCFI,12.18,297.38
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,13,CARUANA SCFI,12.18,297.38
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,14,CARUANA SCFI,12.18,297.38
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,17,CARUANA SCFI,12.18,297.38
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,16,CARUANA SCFI,12.18,297.38
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,17,CARUANA SCFI,12.18,297.38
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,15,CARUANA SCFI,12.18,297.38
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,13,CARUANA SCFI,12.18,297.38
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,15,CARUANA SCFI,12.18,297.38
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,16,CARUANA SCFI,12.18,297.38
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,16,NOVO BCO CONTINENTAL S.A. - BM,12.19,297.68
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,15,NOVO BCO CONTINENTAL S.A. - BM,12.19,297.68
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,17,BCO DO NORDESTE DO BRASIL S.A.,12.19,297.57
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,50,REALIZE CFI S.A.,12.2,298.23
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,17,BCO SANTANDER (BRASIL) S.A.,12.22,298.81
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,16,NOVO BCO CONTINENTAL S.A. - BM,12.26,300.41
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,51,M PAGAMENTOS S.A. CFI,12.27,301.09
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,49,CREDIARE CFI S.A.,12.27,301.22
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,15,BCO DO EST. DO PA S.A.,12.28,301.56
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,18,NOVO BCO CONTINENTAL S.A. - BM,12.29,301.88
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,18,NOVO BCO CONTINENTAL S.A. - BM,12.29,301.88
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,19,BCO SAFRA S.A.,12.29,301.77
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,18,BCO DO EST. DO PA S.A.,12.29,301.66
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,19,BCO SANTANDER (BRASIL) S.A.,12.3,302.45
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,19,BCO SANTANDER (BRASIL) S.A.,12.3,302.19
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,20,BCO MERCANTIL DO BRASIL S.A.,12.3,302.32
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,50,M PAGAMENTOS S.A. CFI,12.31,302.66
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,51,M PAGAMENTOS S.A. CFI,12.32,303.04
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,53,MIDWAY S.A. - SCFI,12.33,303.68
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,50,REALIZE CFI S.A.,12.34,303.88
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,15,BCO DO EST. DO PA S.A.,12.35,304.64
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,51,BCO C6 S.A.,12.35,304.34
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,14,BCO SAFRA S.A.,12.35,304.57
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,20,NOVO BCO CONTINENTAL S.A. - BM,12.36,305.01
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,49,BCO C6 S.A.,12.37,305.46
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,48,M PAGAMENTOS S.A. CFI,12.37,305.16
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,53,MIDWAY S.A. - SCFI,12.38,305.83
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,50,MIDWAY S.A. - SCFI,12.38,305.7
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,52,REALIZE CFI S.A.,12.4,306.81
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,49,MIDWAY S.A. - SCFI,12.4,306.8
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,21,BCO DO NORDESTE DO BRASIL S.A.,12.4,306.71
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,20,BCO DO NORDESTE DO BRASIL S.A.,12.4,306.74
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,14,BCO DO NORDESTE DO BRASIL S.A.,12.41,306.97
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,51,M PAGAMENTOS S.A. CFI,12.42,307.33
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,53,MIDWAY S.A. - SCFI,12.43,307.98
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,14,BCO DO NORDESTE DO BRASIL S.A.,12.43,307.92
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,14,BCO DO NORDESTE DO BRASIL S.A.,12.43,307.92
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,16,BCO SAFRA S.A.,12.48,310.18
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,15,NOVO BCO CONTINENTAL S.A. - BM,12.48,309.95
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,15,NOVO BCO CONTINENTAL S.A. - BM,12.48,309.95
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,15,NOVO BCO CONTINENTAL S.A. - BM,12.48,309.95
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,53,BCO LOSANGO S.A.,12.52,312.08
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,50,M PAGAMENTOS S.A. CFI,12.52,311.64
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,15,NOVO BCO CONTINENTAL S.A. - BM,12.53,312.48
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,16,NOVO BCO CONTINENTAL S.A. - BM,12.53,312.48
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,51,BCO LOSANGO S.A.,12.53,312.1
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,49,M PAGAMENTOS S.A. CFI,12.53,312.17
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,17,NOVO BCO CONTINENTAL S.A. - BM,12.53,312.48
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,17,BCO DO NORDESTE DO BRASIL S.A.,12.53,312.17
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,16,BCO DO NORDESTE DO BRASIL S.A.,12.54,312.91
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,54,BCO LOSANGO S.A.,12.55,313.35
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,53,MIDWAY S.A. - SCFI,12.55,313.24
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,54,BCO LOSANGO S.A.,12.57,314.09
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,17,BCO SAFRA S.A.,12.58,314.35
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,18,BCO DO EST. DO PA S.A.,12.59,314.96
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,51,BCO LOSANGO S.A.,12.59,315.07
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,50,MIDWAY S.A. - SCFI,12.59,315.15
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,51,BCO LOSANGO S.A.,12.62,316.25
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,16,BCO DO EST. DO PA S.A.,12.62,316.31
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,55,REALIZE CFI S.A.,12.63,316.73
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,18,BCO DO EST. DO PA S.A.,12.63,316.81
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,53,OMNI BANCO S.A.,12.64,317.26
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,52,OMNI BANCO S.A.,12.64,317.26
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,17,BCO DO EST. DO PA S.A.,12.64,316.99
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,54,PEFISA S.A. - C.F.I.,12.65,317.5
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,15,BCO SAFRA S.A.,12.65,317.59
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,53,BCO LOSANGO S.A.,12.65,317.4
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,16,NU FINANCEIRA S.A. CFI,12.66,318.26
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,54,BCO LOSANGO S.A.,12.66,317.92
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,18,BCO DO EST. DO PA S.A.,12.68,318.77
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,54,REALIZE CFI S.A.,12.68,319.12
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,54,CREDIARE CFI S.A.,12.68,318.73
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,55,REALIZE CFI S.A.,12.68,318.96
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,54,MIDWAY S.A. - SCFI,12.69,319.48
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,19,BCO DO NORDESTE DO BRASIL S.A.,12.69,319.42
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,55,BCO LOSANGO S.A.,12.69,319.38
